3590428224	-0.863	3.276	7.358
3590428229	-0.859	3.314	7.319
3590428234	-0.863	3.342	7.281
3590428239	-0.877	3.388	7.231
3590428244	-0.901	3.418	7.249
3590428249	-0.941	3.431	7.326
3590428254	-0.975	3.458	7.456
3590428259	-1.015	3.534	7.678
3590428264	-1.104	3.622	8.037
3590428269	-1.186	3.686	8.486
3590428274	-1.227	3.718	8.925
3590428279	-1.241	3.707	9.308
3590428284	-1.223	3.652	9.595
3590428289	-1.157	3.626	9.712
3590428294	-1.124	3.663	9.686
3590428299	-1.162	3.756	9.593
3590428304	-1.259	3.879	9.463
3590428309	-1.395	4.008	9.317
3590428314	-1.538	4.123	9.158
3590428319	-1.649	4.239	8.985
3590428324	-1.729	4.357	8.814
3590428329	-1.786	4.477	8.649
3590428334	-1.809	4.584	8.49
3590428339	-1.812	4.676	8.348
3590428344	-1.806	4.746	8.232
3590428349	-1.802	4.813	8.153
3590428354	-1.801	4.882	8.128
3590428359	-1.814	4.948	8.143
3590428364	-1.824	5.0	8.179
3590428369	-1.822	5.028	8.233
3590428374	-1.805	5.032	8.303
3590428380	-1.771	5.014	8.375
3590428385	-1.729	4.99	8.453
3590428390	-1.706	4.973	8.559
3590428395	-1.708	4.959	8.684
3590428400	-1.731	4.937	8.824
3590428405	-1.781	4.906	8.981
3590428410	-1.849	4.87	9.164
3590428415	-1.913	4.822	9.348
3590428420	-1.968	4.769	9.518
3590428425	-2.019	4.727	9.682
3590428430	-2.065	4.708	9.845
3590428435	-2.113	4.714	10.006
3590428440	-2.173	4.746	10.149
3590428445	-2.25	4.798	10.289
3590428450	-2.346	4.843	10.414
3590428455	-2.457	4.878	10.523
3590428460	-2.576	4.916	10.579
3590428465	-2.686	4.947	10.578
3590428470	-2.766	4.973	10.497
3590428475	-2.817	4.999	10.342
3590428480	-2.839	5.031	10.108
3590428485	-2.831	5.072	9.818
3590428490	-2.802	5.121	9.52
3590428495	-2.778	5.166	9.271
3590428500	-2.752	5.194	9.083
3590428505	-2.705	5.18	8.952
3590428510	-2.56	5.067	8.898
3590428515	-2.387	4.949	8.969
3590428520	-2.235	4.874	9.141
3590428525	-2.098	4.803	9.42
3590428530	-1.983	4.706	9.81
3590428535	-1.966	4.622	10.303
3590428540	-1.987	4.486	10.824
3590428545	-1.981	4.258	11.333
3590428550	-1.963	4.003	11.81
3590428555	-1.941	3.777	12.259
3590428560	-1.925	3.587	12.656
3590428565	-1.908	3.407	12.976
3590428570	-1.889	3.25	13.213
3590428575	-1.856	3.111	13.357
3590428580	-1.808	2.973	13.381
3590428585	-1.752	2.856	13.271
3590428590	-1.707	2.773	13.056
3590428595	-1.682	2.729	12.762
3590428600	-1.666	2.715	12.39
3590428605	-1.659	2.753	11.965
3590428610	-1.657	2.838	11.527
3590428615	-1.647	2.963	11.083
3590428620	-1.635	3.132	10.652
3590428625	-1.632	3.336	10.262
3590428630	-1.611	3.499	9.913
3590428635	-1.505	3.544	9.613
3590428640	-1.414	3.555	9.352
3590428645	-1.339	3.537	9.122
3590428650	-1.262	3.5	8.921
3590428655	-1.227	3.509	8.762
3590428660	-1.281	3.633	8.619
3590428665	-1.291	3.773	8.485
3590428670	-1.23	3.898	8.354
3590428675	-1.135	3.968	8.208
3590428680	-1.057	3.901	8.005
3590428685	-1.0	3.723	7.759
3590428690	-0.944	3.527	7.492
3590428695	-0.901	3.346	7.227
3590428700	-0.856	3.16	7.02
3590428705	-0.804	3.101	6.897
3590428710	-0.781	3.123	6.857
3590428715	-0.842	3.152	6.887
3590428720	-0.98	3.194	6.952
3590428725	-1.185	3.321	7.001
3590428730	-1.408	3.48	7.047
3590428735	-1.612	3.659	7.064
3590428740	-1.759	3.846	7.02
3590428745	-1.858	4.017	6.901
3590428750	-1.917	4.177	6.706
3590428755	-1.95	4.339	6.407
3590428760	-1.976	4.521	6.031
3590428765	-2.007	4.703	5.618
3590428770	-2.055	4.868	5.212
3590428775	-2.112	4.991	4.816
3590428780	-2.171	5.05	4.451
3590428785	-2.211	5.032	4.11
3590428790	-2.25	4.992	3.79
3590428795	-2.285	4.958	3.472
3590428800	-2.319	4.925	3.189
3590428805	-2.325	4.89	2.954
3590428810	-2.314	4.86	2.776
3590428815	-2.289	4.812	2.649
3590428820	-2.27	4.755	2.588
3590428825	-2.273	4.717	2.569
3590428830	-2.31	4.709	2.586
3590428836	-2.39	4.754	2.628
3590428841	-2.509	4.849	2.698
3590428846	-2.639	4.968	2.766
3590428851	-2.753	5.097	2.819
3590428856	-2.837	5.21	2.842
3590428861	-2.878	5.293	2.829
3590428866	-2.866	5.357	2.786
3590428871	-2.789	5.378	2.736
3590428876	-2.693	5.439	2.69
3590428881	-2.626	5.597	2.679
3590428886	-2.569	5.788	2.718
3590428891	-2.518	5.978	2.791
3590428896	-2.512	6.197	2.898
3590428901	-2.516	6.352	3.051
3590428906	-2.504	6.397	3.215
3590428911	-2.491	6.396	3.383
3590428916	-2.506	6.394	3.544
3590428921	-2.555	6.424	3.682
3590428926	-2.63	6.497	3.789
3590428931	-2.715	6.608	3.862
3590428936	-2.802	6.767	3.901
3590428941	-2.847	6.908	3.921
3590428946	-2.744	6.94	3.928
3590428951	-2.3	6.689	3.916
3590428956	-1.866	6.313	3.902
3590428961	-1.62	5.999	3.905
3590428966	-1.572	5.952	3.91
3590428971	-1.778	6.168	3.902
3590428976	-2.4	6.674	3.95
3590428981	-3.089	7.266	4.089
3590428986	-3.617	7.723	4.313
3590428991	-3.931	7.875	4.637
3590428996	-4.026	7.766	5.044
3590429001	-3.942	7.528	5.471
3590429006	-3.702	7.238	5.888
3590429011	-3.4	6.95	6.317
3590429016	-3.152	6.71	6.786
3590429021	-3.029	6.56	7.332
3590429026	-3.023	6.528	7.935
3590429031	-3.107	6.596	8.566
3590429036	-3.245	6.719	9.181
3590429041	-3.387	6.841	9.762
3590429046	-3.485	6.933	10.324
3590429051	-3.534	6.973	10.844
3590429056	-3.527	6.959	11.315
3590429061	-3.478	6.922	11.733
3590429066	-3.376	6.882	12.055
3590429071	-3.253	6.851	12.267
3590429076	-3.117	6.854	12.419
3590429081	-2.968	6.9	12.545
3590429086	-2.787	6.954	12.658
3590429091	-2.579	6.989	12.776
