5.812074894,0.393,2.681,8.992
5.859911664,0.192,2.743,7.815
5.90774854,0.395,3.041,7.519
5.955585414,0.372,3.469,7.279
6.00342229,-0.072,3.792,7.874
6.05125906,-0.254,4.277,8.607
6.099095936,-0.161,4.416,10.195
6.14693281,-0.473,4.081,11.258
6.194769582,-0.939,3.746,11.293
6.242606456,-0.863,3.372,10.829
6.290443332,-0.67,2.825,9.943
6.338280102,-0.834,2.485,8.521
6.386116978,-0.582,2.614,7.385
6.433953748,-0.148,2.818,7.462
6.481790624,0.057,3.058,8.016
6.529627394,0.16,3.319,8.946
6.57746427,0.357,3.612,9.84
6.625301144,0.719,3.578,10.562
6.673137914,0.56,3.218,11.095
6.72097479,0.599,3.036,10.546
6.76881156,0.788,2.898,9.869
6.816648436,0.597,2.834,8.834
6.864485206,0.062,3.004,7.979
6.912322082,0.151,3.374,7.65
6.960158852,0.113,3.724,7.827
7.007995728,-0.227,3.928,8.371
7.055832498,-0.403,4.401,8.992
7.103669374,-0.258,4.562,10.117
7.151506144,-0.354,4.42,10.595
7.19934302,-0.619,4.082,10.577
7.24717979,-0.458,3.693,10.034
7.29501656,-0.034,2.905,9.352
7.342853436,0.085,2.387,8.158
7.390690206,0.198,2.334,7.16
7.438527082,0.336,2.54,7.434
7.486363852,0.29,3.039,8.242
7.534200624,0.023,3.646,9.741
7.582037498,-0.0,4.161,10.801
7.62987427,0.087,4.017,11.732
7.67771104,0.046,3.603,11.36
7.725547914,0.329,3.009,10.304
7.773384686,0.69,2.412,9.168
7.821221456,0.664,2.179,8.037
7.869058332,0.611,2.552,7.151
7.916895102,0.66,3.021,7.252
7.964731874,0.343,3.421,7.98
8.012568748,-0.126,3.817,8.615
8.06040552,-0.277,4.125,9.798
8.10824229,-0.322,4.069,10.93
8.15607906,-0.59,3.76,11.139
8.203915936,-0.775,3.362,10.944
8.251752706,-0.473,2.88,10.297
8.299589478,-0.334,2.338,9.215
8.347426248,-0.252,2.121,8.059
8.395263124,0.062,2.203,7.652
8.443099894,0.368,2.472,7.719
8.490936664,0.406,2.811,8.337
8.538773436,0.499,3.048,9.524
8.586610206,0.669,3.264,10.55
8.634447082,0.883,3.237,10.962
8.682283852,0.776,2.821,11.37
8.730120624,0.922,2.513,10.769
8.777957394,1.061,2.246,9.815
8.825794164,0.822,2.074,8.686
8.873630936,0.561,2.225,7.99
8.92146781,0.502,2.744,7.438
8.969304582,0.219,3.239,7.716
9.017141352,-0.111,3.664,8.396
9.064978124,-0.181,4.14,9.515
9.112814894,-0.24,4.144,10.891
9.160651664,-0.295,3.897,11.294
9.208488436,-0.543,3.435,11.182
9.256325206,-0.453,2.97,10.435
9.304161978,-0.356,2.425,9.279
9.351998748,-0.245,2.255,8.114
9.39983552,-0.229,2.454,7.28
9.447672394,-0.048,2.713,7.539
9.495509164,0.042,3.156,7.972
9.543345936,-0.024,3.477,9.053
9.591182706,0.07,3.751,9.814
9.639019478,0.128,3.848,10.292
9.686856248,0.114,3.635,10.382
9.73469302,0.097,3.222,10.573
9.78252979,0.098,3.043,9.746
9.83036656,-0.065,2.945,8.871
9.878203332,-0.107,2.943,8.394
9.926040102,-0.203,3.318,7.874
9.973876874,-0.297,3.844,7.449
10.02171364,-0.465,4.052,8.267
10.06955041,-0.639,4.308,9.15
10.11738719,-0.685,4.34,10.438
10.16522406,-0.763,4.027,11.047
10.21306083,-1.019,3.481,11.041
10.2608976,-0.637,3.04,10.384
10.30873437,-0.221,2.548,9.513
10.35657114,-0.086,2.178,8.418
10.40440802,0.24,2.266,7.657
10.45224479,0.382,2.532,7.656
10.50008156,0.185,2.809,8.212
10.54791844,0.0,3.127,9.257
10.59575521,0.171,3.476,10.254
10.64359208,0.108,3.481,10.94
10.69142885,0.271,3.299,11.16
10.73926573,0.57,3.1,10.568
10.7871025,0.791,2.781,9.364
10.83493937,0.346,2.51,8.535
10.88277625,0.162,2.703,7.718
10.93061302,-0.153,2.962,7.79
10.97844989,-0.472,3.179,8.15
11.02628677,-0.9,3.368,9.193
11.07412364,-0.802,3.779,9.828
11.12196052,-0.338,3.453,11.54
11.16979739,-0.225,3.057,11.737
11.21763427,-0.368,2.713,11.265
11.26547125,-0.113,2.4,10.434
11.31330812,0.032,1.898,9.412
11.361145,-0.197,1.888,7.978
11.40898198,-0.017,2.097,7.431
11.45681885,0.311,2.415,7.607
11.50465583,0.334,2.758,8.224
11.55249271,0.394,3.033,9.319
11.60032969,0.462,3.272,10.202
11.64816666,0.752,2.962,11.145
11.69600364,0.625,2.412,11.607
11.74384062,0.813,2.079,10.929
11.7916776,1.035,1.848,9.805
11.83951458,0.923,1.633,8.801
11.88735156,0.661,2.047,7.62
11.93518854,0.646,2.68,7.299
11.98302562,0.539,3.084,8.143
12.0308626,0.103,3.35,9.189
12.07869958,-0.344,3.808,9.96
12.12653666,-0.622,4.038,10.707
12.17437375,-0.825,3.807,11.02
12.22221073,-1.173,3.439,10.734
12.27004781,-0.994,3.029,9.97
12.31788489,-0.369,2.41,9.338
12.36572198,0.085,1.978,8.559
12.41355906,0.52,1.966,7.646
12.46139614,0.799,2.244,7.451
12.50923323,0.947,2.708,8.05
12.55707031,0.724,3.238,9.079
12.60490739,0.694,3.564,10.235
12.65274458,0.828,3.245,12.118
12.70058166,0.963,2.97,12.234
12.74841885,1.199,2.665,10.841
12.79625594,1.471,2.272,9.025
12.84409312,1.377,2.037,7.487
12.89193021,0.98,2.448,5.932
12.93976739,0.443,3.119,5.604
12.98760458,-0.343,3.828,6.969
13.03544177,-0.76,4.804,7.651
13.08327896,-0.958,5.427,8.872
13.13111614,-1.142,5.867,9.103
13.17895333,-1.422,5.888,10.017
13.22679052,-1.22,5.732,11.79
13.27462771,-1.075,5.061,13.46
13.32246489,-0.884,4.388,12.861
13.37030208,-0.726,3.42,11.941
13.41813937,0.364,2.18,9.999
13.46597656,0.875,0.969,6.951
13.51381385,1.356,0.245,4.806
13.56165104,1.798,0.456,5.89
13.60948833,2.08,1.566,8.751
13.65732552,1.647,3.042,11.309
13.70516281,1.769,5.077,11.197
13.753,1.535,5.899,10.278
13.80083729,0.477,5.936,8.453
13.84867458,-0.688,5.373,5.62
13.89651187,-2.276,4.812,4.352
13.94434906,-4.727,5.375,6.712
13.99218635,-5.176,5.147,12.51
14.04002364,-3.275,4.588,14.587
14.08786094,-1.682,4.104,13.919
14.13569823,0.473,3.047,12.355
14.18353552,2.821,0.253,9.653
14.23137281,3.417,-0.529,4.548
14.2792101,2.469,-0.03,2.965
14.32704739,1.224,2.162,5.984
14.37488469,0.46,3.649,10.234
14.42272208,-0.209,5.053,12.318
14.47055937,-0.785,6.23,11.893
14.51839666,-1.586,6.264,11.073
14.56623396,-1.503,4.901,8.282
14.61407135,-2.758,4.501,5.126
14.66190864,-3.81,4.894,4.848
14.70974594,-3.501,5.171,8.853
14.75758333,-2.699,4.962,12.5
14.80542062,-1.711,4.434,13.065
14.85325802,-0.027,3.497,12.515
14.90109531,1.903,1.86,10.601
14.94893271,2.07,0.488,6.991
14.99677,2.423,0.52,4.332
15.04460739,1.382,1.465,6.851
15.09244469,1.694,2.854,10.645
15.14028208,1.423,4.379,12.154
15.18811948,1.258,5.163,11.911
15.23595677,0.692,4.967,10.51
15.28379416,0.996,4.133,7.227
15.33163156,-0.77,3.857,3.55
15.37946885,-2.941,4.348,4.279
15.42730625,-4.65,6.138,8.081
15.47514364,-4.149,6.445,13.494
15.52298104,-3.032,5.878,15.639
15.57081833,-1.054,4.612,14.482
15.61865573,1.745,2.257,11.571
15.66649312,4.235,-0.509,7.284
15.71433052,4.335,-1.21,2.68
15.76216791,3.776,-0.407,3.914
15.81000531,2.089,2.612,8.008
15.8578426,0.876,3.719,12.889
15.90568,0.165,5.184,14.038
15.95351739,-0.331,6.065,13.271
16.00135479,-0.972,5.697,9.569
16.04919219,-1.017,3.614,5.957
16.09702958,-2.431,3.787,2.826
16.14486698,-4.787,4.426,3.91
16.19270437,-5.939,5.546,9.821
16.24054177,-3.975,5.666,14.933
16.28837916,-2.17,5.385,15.827
16.33621656,0.862,4.072,13.468
16.38405406,3.68,1.623,10.084
16.43189146,5.088,-0.928,4.435
16.47972885,3.837,-1.091,0.274
16.52756625,2.565,0.456,3.134
16.57540364,0.852,2.188,10.809
16.62324104,0.322,3.679,15.578
16.67107844,-0.239,5.47,15.275
16.71891594,-0.649,5.697,14.439
16.76675333,-0.251,4.155,10.803
16.81459073,-0.542,3.259,4.793
16.86242812,-1.647,2.999,2.635
16.91026552,-3.229,3.225,5.47
16.95810302,-3.335,3.449,10.202
17.00594041,-3.147,3.639,13.26
17.05377781,-1.766,3.667,13.474
17.10161521,-0.39,2.939,12.478
17.14945271,1.934,1.429,9.163
17.1972901,2.609,0.577,5.607
17.2451275,3.409,0.088,4.26
17.292965,2.315,0.918,7.153
17.34080239,2.058,2.476,10.258
17.38863979,1.406,3.887,13.354
17.43647719,1.429,4.846,12.383
17.48431469,0.117,5.192,11.187
17.53215208,-0.872,4.754,8.407
17.57998948,-2.124,4.257,5.682
17.62782698,-3.56,4.02,4.79
17.67566437,-5.587,5.154,8.41
17.72350177,-4.315,5.101,13.581
17.77133927,-1.484,4.711,15.003
17.81917666,0.435,3.538,14.496
17.86701406,2.877,1.957,12.543
17.91485156,4.883,-0.079,8.015
17.96268896,4.837,-0.542,3.336
18.01052635,3.702,0.079,3.422
18.05836385,2.061,2.37,7.664
18.10620125,0.377,4.259,11.765
18.15403864,-0.35,6.06,12.94
18.20187604,-1.284,6.781,11.784
18.24971354,-2.262,6.429,9.136
18.29755094,-2.381,5.067,5.083
18.34538833,-2.86,4.743,2.831
18.39322583,-4.047,4.86,5.773
18.44106323,-4.134,6.035,10.249
18.48890062,-3.011,6.162,13.705
18.53673802,-1.145,5.444,13.934
18.58457552,0.485,3.738,12.829
18.63241291,2.49,1.283,9.089
18.68025031,3.186,-0.9,4.911
18.72808771,3.636,-1.493,3.198
18.77592521,3.252,0.289,5.418
18.8237626,3.104,3.129,9.985
18.8716,2.468,4.685,14.071
18.91943739,2.098,6.321,13.292
18.96727479,0.806,6.819,11.899
19.01511229,-0.663,6.174,8.908
19.06294969,-2.235,5.531,5.076
19.11078708,-3.46,6.052,3.377
19.15862448,-4.866,7.285,7.472
19.20646187,-3.111,8.134,12.564
19.25429927,-1.145,7.569,15.22
19.30213677,1.112,5.719,14.007
19.34997416,3.326,3.189,12.737
19.39781156,5.595,0.108,8.443
19.44564896,5.202,-1.637,3.109
19.49348635,5.224,-1.444,2.41
19.54132375,4.121,1.849,5.942
19.58916114,2.602,4.271,10.63
19.63699864,1.091,6.192,13.927
19.68483604,-0.251,7.342,14.84
19.73267344,-1.603,7.16,12.89
19.78051083,-1.854,4.788,9.505
19.82834823,-2.049,4.017,5.524
19.87618562,-2.438,3.91,5.378
19.92402302,-2.431,4.71,8.814
19.97186041,-2.173,4.996,12.935
20.01969791,-1.059,4.78,14.002
20.06753531,0.139,3.84,12.239
20.11537271,1.532,2.305,9.523
20.1632101,2.318,0.463,4.953
20.2110475,3.007,-0.516,2.656
20.25888489,2.562,0.127,4.088
20.30672229,1.531,2.327,8.004
20.35455969,1.823,3.837,12.777
20.40239708,1.654,5.397,14.094
20.45023448,0.897,6.032,12.278
20.49807187,-0.039,5.418,9.59
20.54590927,-0.121,4.185,6.183
20.59374666,-2.533,3.888,3.209
20.64158406,-3.869,4.099,4.77
20.68942146,-3.281,3.792,10.187
20.73725885,-1.736,3.194,14.221
20.78509625,-0.857,2.166,15.479
20.83293364,1.393,0.928,14.385
20.88077114,2.66,-0.558,11.418
20.92860844,2.701,-0.624,7.027
20.97644583,1.849,-0.238,4.809
21.02428333,1.544,1.116,6.873
21.07212062,0.944,2.575,10.236
21.11995802,1.221,3.727,13.024
21.16779541,0.728,4.46,12.205
21.21563281,0.609,4.722,10.266
21.26347021,0.533,3.977,7.268
21.3113076,-0.585,3.117,4.622
21.359145,-1.886,2.165,4.634
21.40698239,-2.659,3.098,8.091
21.45481979,-3.024,3.488,12.826
21.50265719,-2.019,3.611,14.455
21.55049458,-0.338,2.824,13.673
21.59833198,1.006,2.05,11.194
21.64616937,2.367,0.055,7.751
21.69400677,3.42,-0.862,4.415
21.74184416,3.059,-0.819,5.151
21.78968156,1.698,1.762,8.172
21.83751885,1.71,2.589,13.401
21.88535625,1.354,3.848,14.665
21.93319364,0.677,4.503,13.204
21.98103104,-0.506,4.25,10.115
22.02886844,-0.702,2.826,6.411
22.07670583,-2.724,3.359,3.514
22.12454323,-4.576,4.242,5.815
22.17238062,-4.385,3.88,11.627
22.22021791,-2.57,3.559,15.093
22.26805531,-1.036,2.812,15.866
22.31589271,1.043,1.424,13.753
22.3637301,2.876,-0.594,9.226
22.4115675,3.115,-0.823,4.6
22.45940479,2.701,-0.282,3.448
22.50724219,1.375,1.271,6.616
22.55507958,0.65,3.09,9.894
22.60291698,0.233,4.415,12.286
22.65075427,0.142,5.232,11.263
22.69859166,-0.746,4.987,10.026
22.74642906,-0.309,4.13,7.119
22.79426646,-1.039,3.387,4.902
22.84210375,-1.871,3.071,5.529
22.88994114,-2.834,3.178,9.632
22.93777854,-2.973,3.561,12.866
22.98561583,-1.999,3.597,13.813
23.03345323,-0.677,3.062,13.416
23.08129062,0.772,2.096,11.114
23.12912791,1.6,1.024,7.387
23.17696531,2.559,0.381,4.794
23.22480271,1.668,0.587,6.396
23.27264,1.311,1.908,8.592
23.32047739,1.063,2.884,11.877
23.36831469,0.97,3.884,11.793
23.41615208,0.038,4.155,12.077
23.46398948,0.086,3.97,8.657
23.51182677,-1.039,3.232,6.588
23.55966416,-2.078,3.291,4.748
23.60750146,-2.928,3.925,7.964
23.65533885,-2.86,4.523,10.388
23.70317614,-2.338,4.529,13.203
23.75101354,-0.758,4.315,12.988
23.79885083,0.456,3.303,11.477
23.84668823,1.622,1.588,8.266
23.89452552,2.544,0.252,5.124
23.94236291,2.624,-0.239,4.718
23.99020021,1.561,1.11,7.877
24.0380376,0.9,2.373,11.737
24.08587489,0.301,3.65,13.002
24.13371219,0.001,5.036,11.948
24.18154958,-0.851,5.776,9.057
24.22938687,-1.296,4.844,7.151
24.27722427,-1.969,4.734,5.448
24.32506156,-3.131,4.725,7.358
24.37289885,-3.41,4.776,10.179
24.42073625,-3.068,3.954,14.035
24.46857354,-1.377,3.133,13.593
24.51641083,-0.072,1.764,12.184
24.56424823,1.831,0.662,9.049
24.61208552,2.272,0.127,6.984
24.65992281,2.688,0.436,6.356
24.7077601,1.364,2.026,7.879
24.7555975,0.993,3.181,10.799
24.80343479,0.376,4.27,11.469
24.85127208,-0.36,4.72,10.97
24.89910948,-0.679,5.106,8.431
24.94694677,-0.348,4.139,5.886
24.99478406,-0.926,3.858,4.031
25.04262135,-1.651,4.295,5.294
25.09045864,-1.578,4.236,10.2
25.13829604,-1.8,4.507,13.306
25.18613333,-1.069,4.34,14.164
25.23397062,0.013,3.618,12.77
25.28180791,1.01,2.237,10.027
25.32964521,1.605,1.768,6.075
25.3774825,2.572,1.202,5.225
25.42531989,1.853,1.982,7.765
25.47315719,2.301,2.857,12.303
25.52099448,2.78,3.79,14.246
25.56883177,2.209,4.022,12.468
25.61666906,0.793,3.915,9.696
25.66450635,0.679,3.266,5.703
25.71234364,-0.818,3.263,1.917
25.76018094,-3.03,3.603,2.062
25.80801823,-4.495,5.214,6.102
25.85585552,-4.371,6.096,11.371
25.90369281,-3.642,6.221,14.562
25.9515301,-2.149,5.483,13.883
25.99936739,-0.321,3.493,12.719
26.04720469,2.291,1.374,8.891
26.09504198,3.444,0.126,5.154
26.14287927,3.373,-0.161,4.943
26.19071656,1.232,1.122,8.856
26.23855385,0.96,2.314,13.825
26.28639114,-0.013,3.685,15.437
26.33422844,-0.574,4.571,14.391
26.38206573,-0.438,4.828,10.628
26.42990302,0.628,3.778,5.878
26.47774021,-0.327,3.494,0.937
26.5255775,-1.614,3.061,1.395
26.57341479,-3.826,4.158,4.97
26.62125208,-4.43,4.494,11.35
26.66908937,-4.062,4.502,16.116
26.71692666,-2.276,4.973,15.856
26.76476385,-0.286,3.941,14.533
26.81260114,2.837,1.554,11.196
26.86043844,3.101,0.327,6.086
26.90827573,3.211,0.246,2.508
26.95611291,2.303,-0.209,4.866
27.00395021,0.663,2.01,8.05
27.0517875,-0.904,3.554,12.056
27.09962469,-1.229,4.335,14.26
27.14746198,-1.25,4.856,13.357
27.19529927,-1.181,4.887,11.319
27.24313646,0.01,3.07,8.155
27.29097375,0.258,2.064,4.427
27.33881104,0.235,2.013,3.005
27.38664823,-1.581,3.151,5.963
27.43448552,-1.186,3.975,9.562
27.48232271,-1.67,4.463,12.392
27.53016,-0.856,5.13,12.42
27.57799719,-0.278,4.819,12.314
27.62583448,1.377,3.163,10.755
27.67367166,0.916,2.209,8.128
27.72150896,1.219,1.649,6.498
27.76934614,0.831,1.231,8.382
27.81718344,0.407,1.952,9.497
27.86502062,0.106,1.976,11.34
27.91285781,0.287,2.038,11.861
27.9606951,0.139,2.247,11.618
28.00853229,0.148,2.459,10.124
28.05636958,0.266,2.198,9.025
28.10420677,0.495,2.468,7.609
28.15204396,0.433,3.167,7.029
28.19988114,0.419,3.517,7.769
28.24771844,0.273,3.851,8.748
28.29555562,-0.053,4.151,9.862
28.34339281,-0.232,4.376,10.36
28.3912301,-0.458,3.906,10.679
28.43906729,-0.753,3.457,10.27
28.48690448,-0.692,2.911,9.679
28.53474166,-0.41,2.383,9.092
28.58257885,-0.294,2.119,8.489
28.63041604,-0.281,2.216,8.374
28.67825333,-0.037,2.545,8.419
28.72609052,-0.175,2.801,8.927
28.77392771,-0.039,2.996,9.482
28.82176489,0.013,3.338,10.021
28.86960208,0.415,3.31,10.359
28.91743927,0.775,2.772,10.832
28.96527646,0.828,2.534,10.376
29.01311364,0.806,2.497,9.504
29.06095083,0.755,2.122,9.223
29.10878802,0.442,2.203,8.623
29.15662521,0.037,2.74,7.982
29.20446239,0.086,3.127,7.889
29.25229958,0.05,3.348,8.446
29.30013677,-0.067,3.721,8.648
29.34797396,-0.384,4.086,9.454
29.39581114,-0.246,4.141,10.391
29.44364823,-0.147,3.802,11.12
29.49148541,-0.468,3.324,10.755
29.5393226,-0.495,2.797,10.335
29.58715979,-0.251,2.182,9.654
29.63499698,-0.322,1.948,8.651
29.68283406,-0.397,2.106,8.011
29.73067125,-0.104,2.417,8.219
29.77850844,-0.016,2.727,8.441
29.82634562,0.114,2.962,8.9
29.87418271,0.093,3.124,9.577
29.92201989,0.305,3.111,10.521
29.96985708,0.366,2.817,11.049
30.01769416,0.452,2.506,10.926
30.06553135,0.474,2.195,10.688
30.11336854,0.64,1.966,9.768
30.16120562,0.359,1.906,8.857
30.20904281,0.223,2.22,7.954
30.25687989,0.189,2.54,8.062
30.30471708,0.194,2.915,7.917
30.35255416,0.178,3.233,8.528
30.40039135,0.123,3.57,8.841
30.44822844,0.134,3.701,9.906
30.49606562,0.078,3.609,10.665
30.54390271,-0.183,3.296,11.069
30.59173989,-0.557,2.881,10.732
30.63957698,-0.514,2.351,10.413
30.68741416,-0.556,1.91,9.57
30.73525125,-0.553,1.824,8.448
30.78308844,-0.403,1.95,8.072
30.83092552,-0.165,2.173,8.358
30.8787626,-0.036,2.566,8.693
30.92659979,0.168,2.817,9.481
30.97443687,0.422,3.023,10.413
31.02227396,0.726,3.027,10.916
31.07011114,0.907,2.732,10.948
31.11794823,0.862,2.276,10.686
31.16578531,0.878,2.009,9.941
31.2136225,0.794,1.837,9.101
31.26145958,0.505,1.974,8.257
31.30929666,0.434,2.402,7.82
31.35713385,0.429,2.803,7.849
31.40497094,0.463,3.18,8.138
31.45280802,0.358,3.458,8.694
31.5006451,0.224,3.574,9.536
31.54848229,0.014,3.524,10.614
31.59631937,-0.077,3.248,11.18
31.64415646,-0.402,2.798,11.108
31.69199354,-0.563,2.288,10.582
31.73983062,-0.334,1.806,9.835
31.78766781,-0.141,1.578,8.655
31.83550489,-0.187,1.636,7.907
31.88334198,0.016,1.895,7.841
31.93117906,0.132,2.257,8.297
31.97901614,0.201,2.525,9.282
32.02685333,0.177,2.832,10.316
32.07469041,0.491,2.97,11.152
32.1225275,0.693,2.54,11.895
32.17036458,0.735,2.142,11.498
32.21820166,0.632,1.949,10.34
32.26603875,0.694,1.703,9.232
32.31387594,0.47,1.742,8.266
32.36171302,0.139,2.323,7.127
32.4095501,0.217,2.74,7.372
32.45738719,0.199,3.026,8.132
32.50522427,0.037,3.27,8.893
32.55306146,-0.062,3.478,9.848
32.60089854,-0.039,3.371,11.257
32.64873562,-0.127,3.052,11.583
32.69657271,-0.514,2.712,11.122
32.74440979,-0.611,2.223,10.54
32.79224698,-0.526,1.694,9.61
32.84008406,-0.556,1.532,8.215
32.88792114,-0.581,1.677,7.654
32.93575823,-0.283,1.914,7.847
32.98359541,-0.177,2.301,8.199
33.0314325,-0.219,2.53,9.044
33.07926958,-0.217,2.719,10.192
33.12710666,-0.052,2.771,10.872
33.17494385,0.042,2.657,11.142
33.22278094,0.135,2.216,11.192
33.27061802,0.29,1.936,10.706
33.31845521,0.409,1.752,9.784
33.36629229,0.198,1.744,8.966
33.41412937,0.164,1.896,8.287
33.46196646,0.087,2.216,8.037
33.50980364,0.141,2.588,7.921
33.55764073,0.081,2.736,8.573
33.60547781,0.09,2.843,9.432
33.653315,0.218,2.792,10.815
33.70115208,0.234,2.467,11.838
33.74898916,-0.182,2.057,12.119
33.79682635,-0.202,1.705,11.727
33.84466344,-0.145,1.397,10.76
33.89250052,-0.347,1.407,9.165
33.94033771,-0.315,1.785,7.867
33.98817479,0.007,2.202,7.535
34.03601187,0.071,2.727,7.508
34.08384906,0.228,3.175,8.135
34.13168614,0.188,3.431,9.498
34.17952333,0.403,3.845,10.002
34.22736041,0.73,3.822,10.802
34.2751975,0.871,3.551,10.906
34.32303469,0.967,3.332,10.351
34.37087177,1.238,3.072,9.184
34.41870885,0.922,2.729,8.587
34.46654604,0.373,2.94,7.429
34.51438312,0.153,3.389,7.055
34.56222021,-0.109,3.706,7.567
34.61005739,-0.244,4.12,8.041
34.65789448,-0.382,4.74,8.535
34.70573166,-0.348,5.101,9.551
34.75356875,-0.371,4.811,10.875
34.80140583,-0.756,4.57,10.7
34.84924302,-0.969,4.228,10.269
34.8970801,-0.87,3.558,9.711
34.94491719,-0.922,2.955,8.58
34.99275437,-1.009,2.965,7.317
35.04059146,-0.548,3.182,7.047
35.08842854,-0.173,3.196,7.961
35.13626573,0.061,3.398,9.032
35.18410281,0.105,3.942,10.156
35.23193989,0.431,4.508,11.058
35.27977708,1.12,4.049,11.111
35.32761416,0.98,4.133,9.685
35.37545125,1.119,3.796,9.063
35.42328844,1.625,3.237,8.21
35.47112552,1.583,2.766,7.35
35.5189626,0.857,3.36,7.161
35.56679979,0.761,3.641,8.137
35.61463687,0.44,4.311,8.201
35.66247396,0.085,4.818,8.814
35.71031114,-0.363,5.167,9.284
35.75814823,-0.419,5.1,10.254
35.80598531,-0.572,4.866,10.272
35.85382239,-0.724,4.426,9.959
35.90165958,-0.579,3.953,9.347
35.94949666,-0.324,3.477,8.592
35.99733375,-0.425,3.196,7.798
36.04517083,-0.352,3.249,7.25
36.09300802,-0.144,3.368,7.726
36.1408451,-0.276,3.605,8.231
36.18868219,-0.334,3.833,9.186
36.23651927,-0.246,4.171,9.778
