3670142099	ACC	-0.6334998	5.4149575	8.518149
3670142104	ACC	-0.6861419	5.4535418	8.5779705
3670142109	ACC	-0.75583285	5.4125648	8.551649
3670142114	ACC	-0.91136634	5.355137	8.597113
3670142119	ACC	-1.0193424	5.3479586	8.652147
3670142124	ACC	-1.0600204	5.35753	8.815159
3670142129	ACC	-0.99032944	5.3647084	9.071489
3670142134	ACC	-0.89461654	5.3742795	9.277272
3670142139	ACC	-0.7316055	5.424828	9.342177
3670142144	ACC	-0.5593223	5.4559345	9.339785
3670142149	ACC	-0.4010969	5.434399	9.337392
3670142154	ACC	-0.2862414	5.410172	9.301201
3670142159	ACC	-0.2431706	5.4535418	9.162417
3670142164	ACC	-0.2551347	5.5013986	8.997013
3670142169	ACC	-0.31016964	5.558826	8.776874
3670142174	ACC	-0.37716866	5.6907306	8.539685
3670142179	ACC	-0.48753762	5.8079786	8.402995
3670142184	ACC	-0.6047859	5.8630137	8.402995
3670142189	ACC	-0.6693921	5.8749776	8.549256
3670142194	ACC	-0.67178494	5.8343	8.6090765
3670142199	ACC	-0.6334998	5.750551	8.618649
3670142204	ACC	-0.55692947	5.625825	8.70479
3670142209	ACC	-0.4851448	5.5396833	8.784052
3670142214	ACC	-0.453739	5.518148	8.836694
3670142220	ACC	-0.42023948	5.5660048	8.88455
3670142225	ACC	-0.3580261	5.5803614	8.836694
3670142230	ACC	-0.2958127	5.599504	8.700004
3670142235	ACC	-0.2335993	5.6090755	8.438888
3670142240	ACC	-0.1591227	5.623432	8.151449
3670142245	ACC	-0.17587246	5.6114683	7.8496547
3670142250	ACC	-0.18783657	5.6042895	7.6316085
3670142255	ACC	-0.23120649	5.6593246	7.543074
3670142260	ACC	-0.27667013	5.6521463	7.5550385
3670142265	ACC	-0.24077778	5.5803614	7.6531444
3670142270	ACC	-0.13280165	5.5037913	7.847262
3670142275	ACC	0.10199407	5.410172	8.163414
3670142280	ACC	0.35832518	5.316852	8.666505
3670142285	ACC	0.36789647	5.4224353	8.65454
3670142290	ACC	0.25992036	5.5516477	8.496315
3670142295	ACC	0.22881366	5.522934	8.438888
