3590461397	ACC	-1.2705889	7.6956167	3.841976
3590461402	ACC	-1.2059826	7.9974113	3.7414773
3590461407	ACC	-1.2179468	8.052446	3.9017963
3590461412	ACC	-1.2490535	8.062017	4.182056
3590461417	ACC	-1.3139588	8.057232	4.5966125
3590461422	ACC	-1.4216357	7.9304123	5.2073803
3590461427	ACC	-1.5894325	7.7123666	5.8375897
3590461432	ACC	-1.8000008	7.537391	6.3861446
3590461437	ACC	-1.9031913	7.3268228	6.8099732
3590461442	ACC	-1.8601205	6.9003024	7.0519476
3590461447	ACC	-1.7856439	6.7444696	7.5957165
3590461452	ACC	-1.8266209	6.7926254	8.355139
3590461457	ACC	-1.9462621	6.8261247	8.697611
3590461462	ACC	-2.2097716	6.8835526	8.958728
3590461467	ACC	-2.504388	7.0728846	9.195916
3590461472	ACC	-2.7391837	7.34118	9.356535
3590461477	ACC	-2.9428728	7.4512496	9.262916
3590461482	ACC	-3.2207394	7.3603225	8.879765
3590461487	ACC	-3.306881	7.2858458	8.656933
3590461492	ACC	-3.5679977	7.5999036	8.513364
3590461497	ACC	-3.4842489	8.215458	8.319246
3590461502	ACC	-3.3786657	8.692227	8.153842
3590461507	ACC	-3.441178	9.319745	7.7276206
3590461512	ACC	-3.4073794	9.786943	7.370492
3590461517	ACC	-3.4387853	10.028918	7.198209
3590461522	ACC	-3.6062827	10.217951	7.049555
3590461527	ACC	-3.8530426	10.217951	6.9394846
3590461532	ACC	-4.118945	10.129416	6.9705915
3590461537	ACC	-4.447061	9.906585	7.1934233
3590461542	ACC	-4.799404	9.568898	7.7108707
3590461547	ACC	-5.105984	9.092128	8.249854
3590461552	ACC	-5.477171	8.629715	8.633005
3590461558	ACC	-5.6688957	8.2011	8.726325
3590461563	ACC	-5.7981086	7.865806	8.747861
3590461568	ACC	-5.898906	7.7530446	8.719147
3590461573	ACC	-6.1265235	7.7410803	8.678469
3590461578	ACC	-6.3804617	7.839485	8.613862
3590461583	ACC	-6.492924	7.906484	8.592327
3590461588	ACC	-6.6391854	8.028518	8.563613
3590461593	ACC	-6.7109704	8.179565	8.491529
3590461598	ACC	-6.701399	8.162815	8.371888
3590461603	ACC	-6.6535425	8.066803	8.280961
3590461608	ACC	-6.6272216	8.016554	8.189734
3590461613	ACC	-6.559923	7.9591265	8.120343
3590461618	ACC	-6.373283	7.870592	8.072486
3590461623	ACC	-6.035297	7.6980095	7.9501534
3590461628	ACC	-5.5707903	7.312466	7.7754774
3590461633	ACC	-4.9932227	6.7902327	7.655537
3590461638	ACC	-4.4446683	6.198308	7.4712896
3590461643	ACC	-4.0351963	5.7577295	7.246065
3590461648	ACC	-3.8434713	5.606683	7.0351977
3590461653	ACC	-3.8027935	5.563612	6.9059854
3590461658	ACC	-3.795615	5.5301123	6.869794
3590461663	ACC	-3.7692938	5.522934	6.893722
3590461668	ACC	-3.714259	5.49422	6.893722
3590461673	ACC	-3.5871403	5.4320064	6.8339014
3590461678	ACC	-3.5033915	5.3814583	6.664011
3590461683	ACC	-3.318845	5.4224353	6.5751777
3590461688	ACC	-3.141477	5.482256	6.4866433
3590461693	ACC	-2.9763722	5.5301123	6.369395
3590461698	ACC	-2.8636105	5.582754	6.2925253
3590461703	ACC	-2.7846475	5.573183	6.1968126
3590461708	ACC	-2.7702904	5.5516477	6.014659
3590461713	ACC	-2.69372	5.5516477	5.7009
3590461718	ACC	-2.6626134	5.549255	5.3775697
3590461723	ACC	-2.6243281	5.518148	5.0422754
3590461728	ACC	-2.4708884	5.427221	4.7377887
3590461733	ACC	-2.2552354	5.3312087	4.421637
3590461738	ACC	-2.085345	5.1756754	4.0408792
3590461743	ACC	-1.9055841	5.029414	3.7103705
3590461748	ACC	-1.7234305	4.859225	3.3723843
3590461753	ACC	-1.6707884	4.7491546	2.9509485
3590461758	ACC	-1.6827525	4.624728	2.5435705
3590461763	ACC	-1.7186449	4.5263233	2.251347
3590461768	ACC	-1.8337995	4.449753	2.047658
3590461773	ACC	-1.8337995	4.322634	1.9615164
3590461778	ACC	-1.8505492	4.2245283	1.9830518
