3590428224	ACC	-0.85154575	3.199204	7.4736824
3590428229	ACC	-0.8850453	3.2709885	7.346564
3590428234	ACC	-0.85154575	3.3574293	7.2532434
3590428239	ACC	-0.8491529	3.4268212	7.2029943
3590428244	ACC	-0.8778668	3.4579277	7.1309104
3590428249	ACC	-0.9209376	3.4268212	7.219744
3590428254	ACC	-1.0073783	3.4220355	7.437491
3590428259	ACC	-1.0504491	3.4196427	7.6363945
3590428264	ACC	-1.0169497	3.5635111	7.856833
3590428269	ACC	-1.0815558	3.836592	8.237591
3590428274	ACC	-1.3618152	3.8700914	9.016156
3590428279	ACC	-1.419243	3.74058	9.682258
3590428284	ACC	-1.253839	3.580261	9.830613
3590428289	ACC	-1.0887343	3.508177	9.773185
3590428294	ACC	-0.9927223	3.5587256	9.675079
3590428299	ACC	-1.0313065	3.74058	9.598509
3590428304	ACC	-1.2514462	3.9251266	9.552746
3590428309	ACC	-1.445564	4.0495534	9.363713
3590428314	ACC	-1.5726827	4.121637	9.126525
3590428319	ACC	-1.6731812	4.2053857	8.941978
3590428324	ACC	-1.7473587	4.3130627	8.805588
3590428329	ACC	-1.8047864	4.5071807	8.685647
3590428334	ACC	-1.8481563	4.636692	8.510971
3590428339	ACC	-1.8577276	4.720441	8.300103
3590428344	ACC	-1.7880367	4.744369	8.146664
3590428349	ACC	-1.7617157	4.77069	8.096415
3590428354	ACC	-1.7760726	4.859225	8.103593
3590428359	ACC	-1.8266209	4.9719863	8.1179495
3590428364	ACC	-1.8505492	5.0653067	8.175378
3590428369	ACC	-1.852942	5.072485	8.220841
3590428374	ACC	-1.8146569	5.029414	8.2761755
3590428380	ACC	-1.7665013	5.0030932	8.374281
3590428385	ACC	-1.7425731	4.988736	8.467601
3590428390	ACC	-1.6779668	4.976772	8.5372925
3590428395	ACC	-1.6420746	4.950451	8.611469
3590428400	ACC	-1.6995022	4.948058	8.805588
3590428405	ACC	-1.7784654	4.9289155	8.997013
3590428410	ACC	-1.8553349	4.878367	9.169596
3590428415	ACC	-1.9295124	4.825725	9.320642
3590428420	ACC	-1.9845473	4.768297	9.526425
3590428425	ACC	-2.0180469	4.7084765	9.725328
3590428430	ACC	-2.053939	4.663013	9.847662
3590428435	ACC	-2.1068804	4.667799	9.991231
3590428440	ACC	-2.1619153	4.734798	10.135099
3590428445	ACC	-2.2241287	4.7946186	10.328918
3590428450	ACC	-2.3174486	4.8711886	10.444073
3590428455	ACC	-2.437389	4.9193444	10.544571
3590428460	ACC	-2.5881367	4.893023	10.618749
3590428465	ACC	-2.720041	4.909773	10.678868
3590428470	ACC	-2.818147	4.9863434	10.609178
3590428475	ACC	-2.8660033	5.0270214	10.436894
3590428480	ACC	-2.8396823	5.048557	10.142278
3590428485	ACC	-2.8396823	5.0246286	9.84497
3590428490	ACC	-2.830111	5.0676994	9.507282
3590428495	ACC	-2.7798617	5.1900325	9.157631
3590428500	ACC	-2.722434	5.276174	8.946764
