3589480002	0.048	0.257	11.029
3589480007	0.172	0.213	11.039
3589480012	0.23	0.199	10.989
3589480017	0.463	0.08	10.871
3589480022	0.679	-0.049	10.637
3589480027	0.758	-0.067	10.321
3589480032	0.787	-0.024	10.097
3589480037	0.824	-0.021	9.958
3589480042	0.732	0.063	9.853
3589480047	0.577	0.191	9.808
3589480052	0.496	0.246	9.846
3589480057	0.439	0.271	9.771
3589480062	0.348	0.351	9.64
3589480067	0.248	0.464	9.562
3589480072	0.139	0.584	9.541
3589480077	0.042	0.667	9.503
3589480082	0.014	0.628	9.451
3589480087	0.042	0.476	9.36
3589480092	0.117	0.32	9.263
3589480097	0.273	0.147	9.172
3589480102	0.442	-0.035	9.101
3589480107	0.54	-0.138	9.075
3589480112	0.624	-0.18	9.119
3589480117	0.742	-0.29	9.183
3589480122	0.855	-0.447	9.194
3589480127	0.955	-0.592	9.17
3589480132	1.076	-0.733	9.116
3589480137	1.195	-0.852	9.051
3589480142	1.287	-0.923	8.962
3589480147	1.353	-0.947	8.847
3589480152	1.382	-0.939	8.707
3589480157	1.342	-0.895	8.529
3589480162	1.208	-0.799	8.309
3589480167	0.954	-0.608	8.118
3589480172	0.555	-0.29	8.092
3589480177	0.087	0.154	8.344
3589480182	-0.333	0.642	8.872
3589480187	-0.611	1.006	9.482
3589480192	-0.716	1.086	9.93
3589480197	-0.67	0.882	10.086
3589480202	-0.514	0.49	9.979
3589480207	-0.291	0.067	9.774
3589480212	-0.032	-0.261	9.661
3589480217	0.242	-0.456	9.672
3589480222	0.501	-0.574	9.679
3589480227	0.696	-0.645	9.778
3589480232	0.812	-0.733	9.862
3589480237	0.832	-0.829	9.841
3589480242	0.792	-0.859	9.838
3589480247	0.756	-0.81	10.013
3589480252	0.766	-0.76	10.118
3589480257	0.806	-0.723	10.112
3589480262	0.866	-0.71	10.07
3589480267	0.922	-0.727	10.016
3589480272	0.973	-0.756	9.928
3589480277	1.016	-0.783	9.812
3589480283	1.055	-0.811	9.668
3589480288	1.092	-0.809	9.508
3589480293	1.119	-0.783	9.337
3589480298	1.118	-0.731	9.216
3589480303	1.076	-0.657	9.192
3589480308	1.004	-0.574	9.259
3589480313	0.914	-0.512	9.388
3589480318	0.813	-0.488	9.547
3589480323	0.732	-0.501	9.677
3589480328	0.683	-0.534	9.752
3589480333	0.649	-0.572	9.778
3589480338	0.624	-0.589	9.776
3589480343	0.6	-0.605	9.794
3589480348	0.568	-0.616	9.845
3589480353	0.546	-0.602	9.878
3589480358	0.547	-0.558	9.879
3589480363	0.566	-0.512	9.85
3589480368	0.594	-0.443	9.762
3589480373	0.634	-0.366	9.637
3589480378	0.681	-0.297	9.538
3589480383	0.725	-0.246	9.485
3589480388	0.764	-0.21	9.484
3589480393	0.802	-0.192	9.53
3589480398	0.843	-0.205	9.611
3589480403	0.884	-0.3	9.743
3589480408	0.907	-0.442	9.89
3589480413	0.912	-0.537	9.904
3589480418	0.938	-0.586	9.897
3589480423	0.965	-0.585	9.915
3589480428	0.959	-0.505	9.861
3589480433	0.961	-0.392	9.733
3589480438	1.016	-0.337	9.699
3589480443	1.084	-0.331	9.663
3589480448	1.155	-0.354	9.567
3589480453	1.266	-0.392	9.503
3589480458	1.387	-0.431	9.504
3589480463	1.487	-0.477	9.524
3589480468	1.566	-0.514	9.575
