3589226896	5.005	-1.492	7.385
3589226901	4.852	-1.525	7.387
3589226906	4.695	-1.553	7.411
3589226911	4.402	-1.617	7.455
3589226916	4.131	-1.675	7.524
3589226921	3.914	-1.737	7.64
3589226926	3.757	-1.812	7.763
3589226931	3.67	-1.878	7.883
3589226936	3.687	-1.911	7.964
3589226941	3.774	-1.906	8.012
3589226946	3.883	-1.907	8.029
3589226951	4.004	-1.927	8.025
3589226956	4.145	-1.95	7.999
3589226961	4.268	-1.997	7.951
3589226966	4.419	-2.061	7.912
3589226971	4.636	-2.096	7.853
3589226977	4.893	-2.108	7.761
3589226982	5.166	-2.144	7.635
3589226987	5.434	-2.217	7.485
3589226992	5.652	-2.328	7.266
3589226997	5.794	-2.471	7.01
3589227002	5.849	-2.605	6.739
3589227007	5.803	-2.697	6.466
3589227012	5.649	-2.738	6.238
3589227017	5.419	-2.736	6.072
3589227022	5.2	-2.688	5.901
3589227027	5.095	-2.615	5.705
3589227032	5.12	-2.551	5.425
3589227037	5.256	-2.5	5.024
3589227042	5.489	-2.467	4.534
3589227047	5.808	-2.468	4.022
3589227052	6.122	-2.503	3.48
3589227057	6.363	-2.506	3.066
3589227062	6.531	-2.474	2.836
3589227067	6.634	-2.407	2.772
3589227072	6.66	-2.308	2.884
3589227077	6.654	-2.215	3.159
3589227082	6.696	-2.188	3.494
3589227087	6.798	-2.227	3.884
3589227092	6.94	-2.305	4.322
3589227097	7.108	-2.391	4.79
3589227102	7.281	-2.444	5.299
3589227107	7.446	-2.443	5.814
3589227112	7.611	-2.394	6.284
3589227117	7.8	-2.335	6.681
3589227122	7.91	-2.377	6.959
3589227127	7.82	-2.599	7.1
3589227132	7.813	-2.686	7.201
3589227137	7.896	-2.653	7.237
3589227142	7.998	-2.551	7.238
3589227147	8.143	-2.338	7.255
3589227152	8.376	-2.002	7.275
3589227157	8.397	-1.886	7.211
3589227162	8.219	-1.948	7.095
3589227167	7.913	-2.076	6.897
3589227172	7.542	-2.19	6.615
3589227177	7.184	-2.24	6.289
3589227182	6.904	-2.234	5.935
3589227187	6.725	-2.202	5.567
3589227192	6.639	-2.178	5.221
3589227197	6.621	-2.181	4.93
3589227202	6.671	-2.205	4.74
3589227207	6.755	-2.213	4.663
3589227212	6.827	-2.21	4.695
3589227217	6.911	-2.229	4.826
3589227222	7.115	-2.339	5.067
3589227227	7.547	-2.554	5.46
3589227232	8.227	-2.801	6.002
3589227237	9.056	-2.965	6.629
3589227242	9.933	-2.999	7.263
3589227247	10.733	-2.895	7.773
3589227252	11.333	-2.721	8.02
3589227257	11.659	-2.581	7.935
3589227262	11.746	-2.547	7.562
3589227267	11.641	-2.608	6.995
3589227272	11.372	-2.693	6.346
3589227277	10.962	-2.722	5.689
3589227282	10.493	-2.691	5.075
3589227287	10.063	-2.644	4.538
3589227292	9.713	-2.625	4.077
3589227297	9.427	-2.676	3.67
3589227302	9.18	-2.779	3.321
3589227307	8.907	-2.936	3.147
3589227312	8.507	-3.143	3.2
3589227317	8.012	-3.35	3.402
3589227322	7.466	-3.546	3.731
3589227327	6.883	-3.751	4.237
3589227332	6.332	-3.954	4.823
3589227337	5.926	-4.133	5.348
3589227342	5.651	-4.308	5.766
3589227347	5.489	-4.465	6.018
3589227352	5.47	-4.614	6.031
3589227357	5.577	-4.715	5.772
3589227362	5.76	-4.76	5.272
3589227367	5.993	-4.762	4.586
3589227372	6.281	-4.739	3.774
3589227377	6.588	-4.695	2.866
3589227382	6.878	-4.656	1.955
3589227387	7.148	-4.602	1.136
3589227392	7.401	-4.543	0.509
3589227397	7.627	-4.479	0.105
3589227402	7.818	-4.404	-0.056
3589227407	7.993	-4.34	-0.027
3589227412	8.174	-4.324	0.148
3589227417	8.329	-4.341	0.407
3589227422	8.425	-4.404	0.754
3589227428	8.458	-4.519	1.152
3589227433	8.401	-4.68	1.6
3589227438	8.22	-4.889	2.092
3589227443	7.931	-5.143	2.629
3589227448	7.588	-5.343	3.182
3589227453	7.344	-5.37	3.687
3589227458	7.308	-5.273	3.957
3589227463	7.463	-5.139	3.857
3589227468	7.781	-4.998	3.395
3589227473	8.224	-4.959	2.632
3589227478	8.655	-5.116	1.695
3589227483	8.991	-5.389	0.845
3589227488	9.235	-5.671	0.294
3589227493	9.382	-5.948	0.086
3589227498	9.263	-6.353	0.152
3589227503	9.093	-6.588	0.388
3589227508	9.006	-6.542	0.882
3589227513	8.95	-6.449	1.604
3589227518	8.895	-6.369	2.366
3589227523	9.021	-6.067	3.05
3589227528	9.158	-5.854	3.625
3589227533	9.195	-5.9	3.923
3589227538	9.177	-6.025	3.91
3589227543	9.122	-6.147	3.722
3589227548	9.013	-6.307	3.489
3589227553	8.787	-6.491	3.281
3589227558	8.409	-6.663	3.111
3589227563	7.932	-6.802	2.972
3589227568	7.43	-6.925	2.856
3589227573	6.95	-7.071	2.76
3589227578	6.53	-7.258	2.674
3589227583	6.206	-7.468	2.583
3589227588	5.99	-7.68	2.468
3589227593	5.885	-7.887	2.339
3589227598	5.87	-8.05	2.194
3589227603	5.917	-8.141	2.036
3589227608	6.033	-8.14	1.832
3589227613	6.23	-8.061	1.522
3589227618	6.494	-7.942	1.053
3589227623	6.827	-7.81	0.441
3589227628	7.261	-7.681	-0.292
3589227633	7.802	-7.6	-1.074
3589227638	8.387	-7.571	-1.796
3589227643	8.977	-7.55	-2.374
3589227648	9.547	-7.521	-2.766
3589227653	10.038	-7.5	-2.966
3589227658	10.362	-7.453	-2.992
3589227663	10.541	-7.376	-2.849
3589227668	10.599	-7.305	-2.569
3589227673	10.544	-7.262	-2.209
3589227678	10.392	-7.233	-1.806
3589227683	10.18	-7.22	-1.39
3589227688	9.924	-7.236	-1.013
3589227693	9.651	-7.289	-0.703
